CustomerID,InvoiceNo,InvoiceDate,Quantity,UnitPrice,Description,Sales
C2760,INV141252,2024-01-07 00:00:00,2,95.27,Product_189,190.54
C2251,INV114644,2024-01-16 00:00:00,2,145.93,Product_84,291.86
C1728,INV126335,2024-08-22 00:00:00,1,123.57,Product_37,123.57
C1896,INV128102,2024-02-25 00:00:00,1,17.06,Product_95,17.06
C1001,INV117523,2024-01-29 00:00:00,5,44.02,Product_130,220.10000000000002
C1542,INV124712,2024-03-13 00:00:00,2,99.1,Product_40,198.2
C2907,INV140485,2024-10-16 00:00:00,3,92.75,Product_28,278.25
C2427,INV103850,2024-05-08 00:00:00,3,63.48,Product_9,190.44
C2465,INV140040,2024-07-14 00:00:00,2,6.77,Product_122,13.54
C2288,INV115267,2024-04-09 00:00:00,4,36.83,Product_180,147.32
C2569,INV149146,2024-05-02 00:00:00,1,128.31,Product_96,128.31
C1773,INV130001,2024-05-30 00:00:00,5,56.13,Product_80,280.65000000000003
C2573,INV145926,2024-02-16 00:00:00,3,107.58,Product_57,322.74
C1472,INV143824,2024-01-13 00:00:00,4,62.17,Product_29,248.68
C1112,INV117240,2024-02-28 00:00:00,2,101.73,Product_189,203.46
C1850,INV104892,2024-01-30 00:00:00,4,90.8,Product_44,363.2
C2864,INV100725,2024-01-11 00:00:00,3,172.15,Product_117,516.45
C2632,INV122949,2024-03-24 00:00:00,4,165.44,Product_105,661.76
C1926,INV134657,2024-09-07 00:00:00,3,46.5,Product_184,139.5
C1517,INV137213,2024-06-07 00:00:00,2,160.63,Product_155,321.26
C2939,INV120304,2024-10-17 00:00:00,2,89.52,Product_131,179.04
C2666,INV115269,2024-03-14 00:00:00,4,156.03,Product_113,624.12
C2699,INV122367,2024-01-24 00:00:00,3,51.66,Product_150,154.98
C2987,INV142684,2024-10-09 00:00:00,1,92.78,Product_154,92.78
C2029,INV146734,2024-03-08 00:00:00,2,105.44,Product_113,210.88
C2997,INV111732,2024-08-18 00:00:00,5,40.8,Product_88,204.0
C1653,INV118619,2024-01-17 00:00:00,1,10.06,Product_186,10.06
C2563,INV148492,2024-06-06 00:00:00,5,113.91,Product_39,569.55
C2941,INV126803,2024-02-26 00:00:00,2,80.29,Product_22,160.58
C2195,INV144305,2024-02-05 00:00:00,1,30.53,Product_43,30.53
C1604,INV147522,2024-06-22 00:00:00,3,199.72,Product_186,599.16
C2374,INV132207,2024-03-04 00:00:00,4,142.55,Product_129,570.2
C1726,INV102530,2024-02-16 00:00:00,3,8.98,Product_45,26.94
C2695,INV117746,2024-04-03 00:00:00,1,78.38,Product_14,78.38
C2726,INV108270,2024-01-01 00:00:00,4,37.22,Product_96,148.88
C2984,INV115079,2024-02-09 00:00:00,3,178.85,Product_107,536.55
C2959,INV113624,2024-01-23 00:00:00,3,41.02,Product_8,123.06
C2671,INV130638,2024-03-17 00:00:00,2,149.29,Product_134,298.58
C1005,INV130440,2024-01-10 00:00:00,1,199.62,Product_89,199.62
C2702,INV136056,2024-05-05 00:00:00,4,189.95,Product_113,759.8
C1523,INV142651,2024-01-02 00:00:00,4,185.79,Product_42,743.16
C2884,INV136803,2024-05-08 00:00:00,5,192.44,Product_120,962.2
C1768,INV148224,2024-03-04 00:00:00,4,76.42,Product_45,305.68
C1178,INV129226,2024-01-25 00:00:00,5,175.8,Product_184,879.0
C1845,INV105633,2024-01-05 00:00:00,1,56.79,Product_86,56.79
C1324,INV105987,2024-02-23 00:00:00,3,209.63,Product_45,628.89
C1429,INV148063,2024-06-11 00:00:00,1,80.2,Product_81,80.2
C2644,INV101812,2024-02-14 00:00:00,3,61.91,Product_185,185.73
C1364,INV127578,2024-03-10 00:00:00,2,74.16,Product_109,148.32
C2269,INV116823,2024-01-05 00:00:00,6,17.96,Product_146,107.76
C2678,INV103928,2024-03-17 00:00:00,2,108.52,Product_68,217.04
C2864,INV137286,2024-04-26 00:00:00,4,63.09,Product_73,252.36
C2930,INV125045,2024-01-14 00:00:00,3,135.27,Product_117,405.81000000000006
C1114,INV115727,2024-01-13 00:00:00,1,67.03,Product_21,67.03
C1738,INV129600,2025-01-14 00:00:00,3,56.47,Product_182,169.41
C1022,INV110430,2024-01-23 00:00:00,4,68.85,Product_164,275.4
C2374,INV125768,2024-09-15 00:00:00,3,44.07,Product_197,132.21
C1388,INV129103,2024-01-11 00:00:00,4,4.84,Product_101,19.36
C1125,INV136537,2024-02-28 00:00:00,7,193.57,Product_111,1354.99
C1736,INV139328,2024-02-05 00:00:00,2,177.86,Product_155,355.72
C1770,INV135539,2024-07-21 00:00:00,1,106.68,Product_67,106.68
C1480,INV128075,2024-02-08 00:00:00,4,72.77,Product_87,291.08
C2016,INV117840,2024-01-20 00:00:00,6,22.03,Product_44,132.18
C2110,INV127802,2024-01-11 00:00:00,2,188.19,Product_38,376.38
C1285,INV107682,2024-02-19 00:00:00,1,168.91,Product_123,168.91
C1922,INV124279,2024-03-10 00:00:00,2,82.23,Product_130,164.46
C2450,INV133070,2024-01-08 00:00:00,3,26.87,Product_127,80.61
C1295,INV135557,2024-02-17 00:00:00,3,80.16,Product_134,240.48
C1504,INV137189,2024-01-18 00:00:00,3,74.61,Product_166,223.82999999999998
C2164,INV147149,2024-04-15 00:00:00,3,102.37,Product_129,307.11
C2491,INV146915,2024-12-05 00:00:00,3,112.26,Product_86,336.78000000000003
C2577,INV109801,2024-01-30 00:00:00,2,142.72,Product_93,285.44
C1991,INV138800,2024-02-04 00:00:00,1,78.03,Product_51,78.03
C2504,INV124669,2024-02-11 00:00:00,3,100.27,Product_12,300.81
C2614,INV144233,2024-02-21 00:00:00,1,33.45,Product_58,33.45
C2424,INV131919,2024-03-30 00:00:00,3,26.66,Product_27,79.98
C1809,INV107134,2024-02-13 00:00:00,2,5.15,Product_3,10.3
C1983,INV133704,2024-01-15 00:00:00,1,123.16,Product_66,123.16
C1372,INV129660,2024-04-09 00:00:00,2,26.99,Product_56,53.98
C1168,INV117893,2024-01-18 00:00:00,3,125.83,Product_139,377.49
C2894,INV122018,2024-03-16 00:00:00,2,52.83,Product_33,105.66
C1141,INV113538,2024-02-14 00:00:00,2,164.65,Product_54,329.3
C2673,INV143118,2024-06-13 00:00:00,2,176.64,Product_98,353.28
C1496,INV136420,2024-02-03 00:00:00,1,22.73,Product_155,22.73
C1708,INV109405,2024-02-24 00:00:00,3,85.29,Product_187,255.87
C1163,INV113413,2024-01-11 00:00:00,3,100.48,Product_176,301.44
C1367,INV106720,2024-04-12 00:00:00,3,76.59,Product_159,229.77
C2415,INV115601,2024-03-09 00:00:00,3,170.33,Product_45,510.99
C2378,INV144743,2024-03-06 00:00:00,3,6.06,Product_170,18.18
C2552,INV131138,2024-01-18 00:00:00,1,142.68,Product_144,142.68
C1822,INV102729,2024-02-22 00:00:00,1,93.07,Product_10,93.07
C1459,INV138242,2024-02-16 00:00:00,2,10.26,Product_77,20.52
C2141,INV129625,2024-03-09 00:00:00,2,165.92,Product_60,331.84
C2955,INV147894,2024-05-04 00:00:00,4,96.67,Product_135,386.68
C1393,INV142090,2024-03-05 00:00:00,4,62.51,Product_162,250.04
C2501,INV136399,2024-02-07 00:00:00,2,124.25,Product_114,248.5
C2928,INV106244,2024-05-24 00:00:00,5,52.13,Product_31,260.65000000000003
C1831,INV105545,2024-06-27 00:00:00,2,64.89,Product_62,129.78
C1669,INV104064,2024-05-18 00:00:00,4,76.09,Product_129,304.36
C2615,INV112851,2024-02-10 00:00:00,3,91.62,Product_59,274.86
C2764,INV121802,2024-03-24 00:00:00,2,185.2,Product_10,370.4
C2400,INV141163,2024-04-16 00:00:00,2,34.2,Product_165,68.4
C1315,INV106232,2024-03-30 00:00:00,6,165.44,Product_79,992.64
C2463,INV103862,2024-02-08 00:00:00,3,62.01,Product_64,186.03
C2504,INV135094,2024-06-19 00:00:00,2,105.24,Product_89,210.48
C2723,INV140195,2024-02-10 00:00:00,5,23.47,Product_132,117.35
C1446,INV139250,2024-03-06 00:00:00,2,115.37,Product_101,230.74
C2652,INV106217,2024-05-10 00:00:00,3,63.35,Product_137,190.05
C1049,INV136775,2024-03-04 00:00:00,2,148.54,Product_155,297.08
C1503,INV142976,2024-02-08 00:00:00,4,126.81,Product_101,507.24
C1154,INV148467,2024-06-26 00:00:00,2,178.95,Product_114,357.9
C1242,INV114831,2024-01-07 00:00:00,3,90.23,Product_1,270.69
C1528,INV130092,2024-06-02 00:00:00,1,96.24,Product_19,96.24
C1902,INV108893,2024-02-25 00:00:00,3,113.2,Product_47,339.6
C1315,INV106020,2024-04-22 00:00:00,1,137.92,Product_166,137.92
C2634,INV146088,2024-01-02 00:00:00,3,108.87,Product_183,326.61
C1531,INV115242,2024-01-31 00:00:00,3,160.25,Product_69,480.75
C2350,INV145307,2024-04-01 00:00:00,3,168.28,Product_164,504.84000000000003
C1092,INV126550,2024-10-23 00:00:00,3,69.74,Product_47,209.21999999999997
C2361,INV106034,2024-01-06 00:00:00,5,94.64,Product_63,473.2
C1330,INV107905,2024-01-10 00:00:00,3,36.04,Product_18,108.12
C1715,INV132225,2024-02-25 00:00:00,1,120.25,Product_22,120.25
C1904,INV106017,2024-05-21 00:00:00,5,195.45,Product_196,977.25
C1932,INV121879,2024-02-11 00:00:00,1,126.58,Product_77,126.58
C1041,INV102791,2024-01-12 00:00:00,1,102.17,Product_200,102.17
C1431,INV142605,2024-01-09 00:00:00,2,117.77,Product_86,235.54
C1333,INV105823,2024-03-22 00:00:00,3,13.1,Product_100,39.3
C1136,INV115387,2024-04-06 00:00:00,5,132.88,Product_166,664.4
C1204,INV129561,2024-04-12 00:00:00,6,87.73,Product_193,526.38
C2974,INV139475,2024-01-01 00:00:00,2,188.44,Product_37,376.88
C2672,INV100292,2024-03-31 00:00:00,2,131.49,Product_118,262.98
C2304,INV116957,2024-01-16 00:00:00,4,55.06,Product_50,220.24
C1852,INV130860,2024-02-08 00:00:00,3,17.18,Product_100,51.54
C1529,INV114073,2024-05-22 00:00:00,3,158.79,Product_23,476.37
C1865,INV121856,2024-02-05 00:00:00,3,6.99,Product_74,20.97
C2186,INV122079,2024-08-28 00:00:00,5,55.61,Product_6,278.05
C1633,INV117023,2024-04-02 00:00:00,3,92.2,Product_126,276.6
C2653,INV108739,2024-01-23 00:00:00,5,31.53,Product_10,157.65
C2390,INV115825,2024-02-22 00:00:00,2,34.38,Product_83,68.76
C2991,INV102741,2024-02-07 00:00:00,2,188.78,Product_59,377.56
C2761,INV118048,2024-06-21 00:00:00,3,123.73,Product_2,371.19
C1762,INV149936,2024-01-21 00:00:00,4,13.14,Product_33,52.56
C2416,INV117372,2024-03-01 00:00:00,2,88.36,Product_36,176.72
C2660,INV122021,2024-04-16 00:00:00,5,117.59,Product_128,587.95
C2027,INV146364,2024-06-03 00:00:00,4,164.47,Product_162,657.88
C2636,INV123537,2024-01-13 00:00:00,4,138.73,Product_67,554.92
C2199,INV145499,2024-02-18 00:00:00,4,45.8,Product_26,183.2
C1952,INV140185,2024-02-11 00:00:00,4,122.82,Product_195,491.28
C2987,INV109613,2024-03-02 00:00:00,5,82.18,Product_151,410.90000000000003
C1057,INV143281,2024-01-21 00:00:00,2,135.49,Product_183,270.98
C1447,INV137891,2024-03-07 00:00:00,3,163.6,Product_150,490.79999999999995
C2332,INV126178,2024-02-07 00:00:00,2,204.29,Product_12,408.58
C1450,INV145892,2024-08-09 00:00:00,1,109.84,Product_28,109.84
C2015,INV120933,2024-01-06 00:00:00,3,145.4,Product_58,436.20000000000005
C1131,INV140971,2024-01-20 00:00:00,3,69.96,Product_97,209.88
C2226,INV122224,2024-03-06 00:00:00,3,20.71,Product_110,62.13
C2189,INV124381,2024-11-14 00:00:00,3,21.81,Product_86,65.42999999999999
C1551,INV134855,2024-06-09 00:00:00,4,175.22,Product_31,700.88
C1892,INV148577,2024-01-10 00:00:00,7,55.14,Product_13,385.98
C1242,INV138536,2024-03-26 00:00:00,1,78.22,Product_71,78.22
C1558,INV131755,2024-01-09 00:00:00,2,89.12,Product_41,178.24
C2008,INV107753,2024-01-25 00:00:00,4,115.12,Product_137,460.48
C1698,INV146638,2024-07-06 00:00:00,1,66.63,Product_6,66.63
C1649,INV143834,2024-08-25 00:00:00,3,50.81,Product_154,152.43
C2653,INV126235,2024-01-25 00:00:00,1,39.8,Product_138,39.8
C1379,INV144229,2024-01-13 00:00:00,2,138.84,Product_179,277.68
C1383,INV149596,2024-02-13 00:00:00,4,108.19,Product_7,432.76
C1585,INV118552,2024-01-22 00:00:00,2,127.1,Product_192,254.2
C2530,INV143136,2024-04-24 00:00:00,2,187.49,Product_12,374.98
C1875,INV136672,2024-01-26 00:00:00,5,157.91,Product_141,789.55
C1285,INV143649,2024-06-30 00:00:00,4,150.01,Product_2,600.04
C2677,INV103940,2024-03-25 00:00:00,3,143.78,Product_100,431.34000000000003
C2293,INV131496,2024-02-06 00:00:00,2,191.87,Product_25,383.74
C2928,INV126593,2024-07-30 00:00:00,3,167.4,Product_89,502.20000000000005
C1114,INV123921,2024-06-07 00:00:00,2,49.23,Product_198,98.46
C1940,INV126402,2024-02-19 00:00:00,4,46.16,Product_5,184.64
C1718,INV145942,2024-03-28 00:00:00,5,108.65,Product_21,543.25
C2503,INV148525,2024-01-02 00:00:00,5,41.18,Product_45,205.9
C1106,INV118315,2024-04-20 00:00:00,6,72.74,Product_128,436.43999999999994
C1028,INV136893,2024-03-08 00:00:00,2,126.65,Product_135,253.3
C1402,INV126695,2024-06-21 00:00:00,1,193.52,Product_147,193.52
C2747,INV142127,2024-01-26 00:00:00,4,126.22,Product_81,504.88
C2433,INV114170,2024-01-04 00:00:00,4,74.22,Product_67,296.88
C2293,INV103732,2024-08-27 00:00:00,6,47.94,Product_38,287.64
C1329,INV107881,2024-03-29 00:00:00,2,188.64,Product_129,377.28
C1598,INV106016,2024-03-25 00:00:00,3,27.32,Product_182,81.96000000000001
C2370,INV123029,2024-01-28 00:00:00,2,59.82,Product_34,119.64
C1873,INV135473,2024-06-12 00:00:00,3,75.83,Product_185,227.49
C1536,INV149685,2024-02-14 00:00:00,3,18.84,Product_163,56.519999999999996
C2675,INV104817,2024-04-04 00:00:00,4,31.46,Product_200,125.84
C2837,INV141693,2024-04-04 00:00:00,4,60.41,Product_99,241.64
C2681,INV112007,2024-05-07 00:00:00,5,59.59,Product_132,297.95000000000005
C2460,INV141327,2024-04-16 00:00:00,4,24.27,Product_191,97.08
C1189,INV109506,2024-08-09 00:00:00,3,68.14,Product_126,204.42000000000002
C2348,INV144798,2024-01-09 00:00:00,4,200.62,Product_167,802.48
C2833,INV134062,2024-02-19 00:00:00,5,41.56,Product_160,207.8
C1007,INV127474,2024-05-02 00:00:00,2,80.61,Product_143,161.22
C1337,INV131143,2024-12-05 00:00:00,1,116.62,Product_67,116.62
C1226,INV121235,2024-09-11 00:00:00,4,190.26,Product_19,761.04
C1461,INV101390,2024-01-25 00:00:00,4,84.38,Product_89,337.52
C2596,INV138249,2024-03-03 00:00:00,2,45.41,Product_33,90.82
C2039,INV137624,2024-10-15 00:00:00,3,137.43,Product_7,412.29
C1096,INV142028,2024-02-17 00:00:00,3,11.81,Product_96,35.43
C2530,INV120834,2024-07-09 00:00:00,1,141.26,Product_69,141.26
C2156,INV114757,2024-02-09 00:00:00,5,146.02,Product_47,730.1
C1447,INV126396,2024-01-05 00:00:00,2,179.16,Product_102,358.32
C2913,INV106808,2024-01-26 00:00:00,1,50.47,Product_139,50.47
C2520,INV109225,2024-05-19 00:00:00,6,75.11,Product_139,450.65999999999997
C2017,INV148394,2024-03-26 00:00:00,5,136.12,Product_120,680.6
C1729,INV105395,2024-09-28 00:00:00,4,136.82,Product_122,547.28
C2479,INV106943,2024-02-14 00:00:00,4,193.75,Product_90,775.0
C1135,INV123870,2024-06-06 00:00:00,2,33.99,Product_106,67.98
C1666,INV132492,2024-01-20 00:00:00,2,169.66,Product_91,339.32
C1822,INV136345,2024-01-07 00:00:00,1,90.29,Product_158,90.29
C1112,INV110755,2024-02-19 00:00:00,1,200.04,Product_136,200.04
C1526,INV112301,2024-07-31 00:00:00,2,42.2,Product_107,84.4
C1629,INV148386,2024-04-11 00:00:00,4,185.2,Product_13,740.8
C1277,INV142745,2024-06-18 00:00:00,4,144.96,Product_172,579.84
C2367,INV129089,2024-04-04 00:00:00,3,110.81,Product_23,332.43
C1303,INV144712,2024-03-02 00:00:00,2,71.74,Product_76,143.48
C2945,INV114343,2024-05-09 00:00:00,3,25.46,Product_69,76.38
C2218,INV138172,2024-01-28 00:00:00,6,65.83,Product_92,394.98
C2026,INV105071,2024-06-26 00:00:00,5,24.75,Product_135,123.75
C1745,INV124121,2024-03-26 00:00:00,1,172.43,Product_12,172.43
C2720,INV148809,2024-05-14 00:00:00,1,156.32,Product_96,156.32
C2996,INV117820,2024-02-24 00:00:00,2,20.01,Product_12,40.02
C1193,INV101122,2024-02-11 00:00:00,1,98.14,Product_143,98.14
C2619,INV111264,2024-07-24 00:00:00,4,153.2,Product_97,612.8
C2128,INV130579,2024-01-05 00:00:00,2,191.33,Product_84,382.66
C2926,INV145464,2024-01-02 00:00:00,2,118.2,Product_197,236.4
C2568,INV148216,2024-01-22 00:00:00,1,56.51,Product_35,56.51
C2656,INV143044,2024-07-29 00:00:00,3,128.2,Product_46,384.59999999999997
C1068,INV115656,2024-05-17 00:00:00,2,93.49,Product_64,186.98
C1067,INV101900,2024-12-05 00:00:00,2,151.96,Product_46,303.92
C1487,INV100147,2024-02-07 00:00:00,7,49.46,Product_72,346.22
C2923,INV129642,2024-01-02 00:00:00,3,24.84,Product_100,74.52
C2584,INV103211,2024-01-14 00:00:00,2,88.18,Product_161,176.36
C1389,INV143850,2024-03-29 00:00:00,3,166.2,Product_175,498.59999999999997
C2285,INV102354,2024-01-27 00:00:00,3,59.5,Product_20,178.5
C1789,INV131520,2024-01-09 00:00:00,4,111.73,Product_66,446.92
C2170,INV142583,2024-01-02 00:00:00,2,87.52,Product_156,175.04
C1395,INV143337,2024-01-16 00:00:00,5,64.25,Product_102,321.25
C2712,INV145284,2024-05-06 00:00:00,4,7.45,Product_54,29.8
C2453,INV146956,2024-02-13 00:00:00,4,132.43,Product_165,529.72
C2945,INV148790,2024-03-06 00:00:00,1,22.59,Product_160,22.59
C2105,INV136585,2025-04-10 00:00:00,2,109.96,Product_184,219.92
C2852,INV110465,2024-02-25 00:00:00,3,19.29,Product_65,57.87
C1820,INV107821,2024-03-13 00:00:00,1,102.66,Product_159,102.66
C1493,INV107205,2024-04-07 00:00:00,2,108.66,Product_102,217.32
C2280,INV106413,2024-03-29 00:00:00,2,56.74,Product_115,113.48
C2531,INV134046,2024-03-29 00:00:00,2,158.72,Product_142,317.44
C2567,INV112728,2024-01-19 00:00:00,4,121.57,Product_3,486.28
C1008,INV106925,2024-01-03 00:00:00,5,90.77,Product_4,453.84999999999997
C1229,INV127995,2024-02-05 00:00:00,5,95.2,Product_36,476.0
C1541,INV137612,2024-03-25 00:00:00,2,148.85,Product_161,297.7
C2582,INV139483,2024-09-02 00:00:00,2,123.27,Product_142,246.54
C1231,INV103016,2024-02-20 00:00:00,2,146.05,Product_106,292.1
C2480,INV101640,2024-01-05 00:00:00,3,93.8,Product_147,281.4
C1018,INV108883,2024-01-28 00:00:00,4,135.09,Product_120,540.36
C2306,INV137601,2024-08-01 00:00:00,4,120.3,Product_198,481.2
C2064,INV112969,2024-04-13 00:00:00,4,146.69,Product_138,586.76
C1199,INV123463,2024-01-15 00:00:00,2,83.19,Product_101,166.38
C2415,INV115757,2024-02-26 00:00:00,3,7.55,Product_127,22.65
C2327,INV144076,2024-01-29 00:00:00,1,12.54,Product_124,12.54
C1809,INV104086,2024-02-09 00:00:00,1,32.08,Product_167,32.08
C1571,INV100508,2024-03-03 00:00:00,4,203.95,Product_116,815.8
C2351,INV106354,2024-02-18 00:00:00,6,139.14,Product_190,834.8399999999999
C1115,INV129644,2024-07-17 00:00:00,8,63.96,Product_27,511.68
C1752,INV120815,2024-02-06 00:00:00,4,151.55,Product_105,606.2
C2389,INV106234,2024-09-06 00:00:00,3,78.55,Product_44,235.64999999999998
C1825,INV131989,2024-02-01 00:00:00,2,181.95,Product_190,363.9
C2951,INV112995,2024-01-01 00:00:00,2,30.21,Product_45,60.42
C2677,INV142501,2024-02-07 00:00:00,1,130.47,Product_6,130.47
C2870,INV138920,2024-01-02 00:00:00,4,161.01,Product_51,644.04
C2709,INV100262,2024-04-03 00:00:00,2,168.25,Product_95,336.5
C2585,INV107891,2024-02-04 00:00:00,3,129.1,Product_175,387.29999999999995
C1683,INV110527,2024-01-11 00:00:00,3,187.52,Product_91,562.5600000000001
C1647,INV118600,2024-02-11 00:00:00,4,181.12,Product_109,724.48
C2955,INV124114,2024-02-12 00:00:00,4,54.64,Product_180,218.56
C2610,INV133498,2024-01-02 00:00:00,2,124.61,Product_55,249.22
C1916,INV113471,2024-01-16 00:00:00,2,143.12,Product_82,286.24
C2293,INV131725,2024-05-19 00:00:00,1,170.02,Product_40,170.02
C2907,INV123690,2025-05-22 00:00:00,3,183.74,Product_19,551.22
C1828,INV110557,2024-07-08 00:00:00,2,172.7,Product_68,345.4
C1794,INV106556,2024-01-28 00:00:00,3,20.56,Product_193,61.67999999999999
C2306,INV145577,2024-02-09 00:00:00,2,124.37,Product_64,248.74
C1383,INV141503,2024-09-10 00:00:00,3,14.63,Product_99,43.89
C2807,INV127872,2024-02-07 00:00:00,4,47.36,Product_95,189.44
C1809,INV110810,2024-01-20 00:00:00,2,80.92,Product_11,161.84
C2014,INV138214,2024-04-10 00:00:00,1,146.38,Product_122,146.38
C1690,INV111730,2024-10-07 00:00:00,1,163.82,Product_24,163.82
C1606,INV127438,2024-02-15 00:00:00,3,175.09,Product_91,525.27
C1095,INV121779,2024-02-03 00:00:00,3,187.62,Product_147,562.86
C1026,INV134079,2024-04-06 00:00:00,3,77.55,Product_95,232.64999999999998
C1619,INV122915,2024-11-30 00:00:00,4,165.89,Product_34,663.56
C2138,INV108085,2024-02-11 00:00:00,3,139.95,Product_101,419.84999999999997
C2985,INV143467,2024-07-23 00:00:00,2,163.72,Product_42,327.44
C2660,INV114709,2024-02-11 00:00:00,3,7.94,Product_138,23.82
C1270,INV115466,2024-01-14 00:00:00,3,83.41,Product_113,250.23
C1875,INV137172,2024-03-11 00:00:00,2,48.69,Product_155,97.38
C1506,INV128748,2024-08-14 00:00:00,2,93.38,Product_114,186.76
C2206,INV103104,2024-10-20 00:00:00,4,173.49,Product_130,693.96
C2780,INV100708,2024-02-13 00:00:00,4,126.33,Product_49,505.32
C1735,INV138385,2024-05-26 00:00:00,3,149.43,Product_118,448.29
C2361,INV123444,2024-08-13 00:00:00,5,11.9,Product_15,59.5
C2739,INV126510,2024-03-12 00:00:00,2,34.67,Product_104,69.34
C2071,INV108466,2024-02-22 00:00:00,3,45.54,Product_75,136.62
C1374,INV106230,2024-01-11 00:00:00,1,176.25,Product_66,176.25
C2190,INV146358,2024-01-06 00:00:00,7,12.7,Product_64,88.89999999999999
C2799,INV139357,2024-01-24 00:00:00,6,134.97,Product_28,809.8199999999999
C2442,INV116386,2024-01-11 00:00:00,3,74.47,Product_22,223.41
C2902,INV134165,2024-02-11 00:00:00,4,25.79,Product_28,103.16
C2933,INV104168,2024-03-11 00:00:00,5,19.53,Product_143,97.65
C1011,INV105803,2024-03-29 00:00:00,2,113.01,Product_85,226.02
C1174,INV112753,2024-07-30 00:00:00,2,57.67,Product_140,115.34
C2295,INV102189,2024-01-17 00:00:00,3,197.33,Product_69,591.99
C1891,INV112187,2024-01-18 00:00:00,7,79.51,Product_105,556.57
C1041,INV131727,2024-03-15 00:00:00,4,130.49,Product_12,521.96
C2126,INV119245,2024-05-10 00:00:00,1,111.68,Product_89,111.68
C2692,INV137866,2024-04-01 00:00:00,3,11.69,Product_39,35.07
C2701,INV143514,2024-03-07 00:00:00,4,204.84,Product_199,819.36
C2908,INV108718,2024-01-17 00:00:00,1,193.91,Product_157,193.91
C1635,INV128824,2024-02-29 00:00:00,3,187.79,Product_95,563.37
C1396,INV124468,2024-05-13 00:00:00,1,158.96,Product_39,158.96
C1517,INV148252,2024-01-30 00:00:00,5,141.84,Product_122,709.2
C2986,INV107201,2024-01-07 00:00:00,3,62.14,Product_39,186.42000000000002
C1428,INV109282,2024-08-06 00:00:00,2,122.86,Product_194,245.72
